,moviename,director,leadactors,screenwriter,picture,averating,numrating,description,typelist,backpost,movieId,title,genres,showyear,ratings_count,backpost-origin
447,Happiness,Todd Solondz,"Jane Adams,Jon Lovitz,Philip Seymour Hoffman,Dylan Baker,Evan Silverberg,Rufus Read,Justin Elvin,Lara Flynn Boyle,Cynthia Stevenson,Lila Glantzman-Leib,Gerry Becker,Louise Lasser,Ben Gazzara,Camryn Manheim,Arthur J. Nascarella,Molly Shannon,Jared Harris,Ann Harada",,http://image.tmdb.org/t/p/w185/uUhzz0n7uDK5EMGyhpzNhMdggjK.jpg,3.8,5033.0,"The lives of many individuals connected by the desire for happiness, often from sources usually considered dark or evil.","Comedy,Drama",http://106.12.12.171/ArW9pVWnEqYKx0zbEIIVr6pzsvO.jpg,2318,Happiness (1998),Comedy|Drama,1998-10-16,4951,http://image.tmdb.org/t/p/w780/ArW9pVWnEqYKx0zbEIIVr6pzsvO.jpg
448,Pleasantville,Gary Ross,"Tobey Maguire,Reese Witherspoon,William H. Macy,Joan Allen,Jeff Daniels,Don Knotts,Paul Walker,Jane Kaczmarek,J.T. Walsh,Marley Shelton,Giuseppe Andrews,Marissa Ribisi,Jason Behr,Jenny Lewis,Marc Blucas,Dawn Cody",,http://image.tmdb.org/t/p/w185/cKL23HqEEQis7Nbasr5kSyolbFZ.jpg,3.6,15872.0,"Geeky teenager David and his popular twin sister, Jennifer, get sucked into the black-and-white world of a 1950s TV sitcom called ""Pleasantville,"" and find a world where everything is peachy keen all the time. But when Jennifer's modern attitude disrupts Pleasantville's peaceful but boring routine, she literally brings color into its life.","Fantasy,Drama,Comedy",http://106.12.12.171/vft46ewuQqbxGbruSOPculy5qk6.jpg,2321,Pleasantville (1998),Comedy|Drama|Fantasy,1998-09-17,15413,http://image.tmdb.org/t/p/w780/vft46ewuQqbxGbruSOPculy5qk6.jpg
449,American History X,Tony Kaye,"Edward Norton,Edward Furlong,Beverly D'Angelo,Avery Brooks,Jennifer Lien,Ethan Suplee,Stacy Keach,Fairuza Balk,Elliott Gould,Guy Torry,William Russ,Joe Cortese,Jason Bose Smith,Antonio David Lyons,Alex Sol,Giuseppe Andrews,Keram Malicki-Sánchez,Michelle Christine White,Jonathan Fowler Jr.,Christopher Masterson,Jordan Marder,Nicholas R. Oleson,Paul Le Mat,Thomas L. Bellissimo,Cherish Lee,Sam Vlahos,Tara Blanchard,Anne Lambton,Steve Wolford,Richard Noyce,Danso Gordon,David Basulto,Alexis Rose Coen,Kiante Elam,Paul Hopkins,Keith Odett,Jim Norton,Paul E. Short,Nigel Miguel,Darrell Britt,Robert 'Duckie' Carpenter,Sydney 'Big Dawg' Colston,Hans Cozzens,John Embry,Maximillian Kesmodel,Barbie Marie,Allie Moss,Louis E. Rosas,Sam Sarpong,Jeremy Sweet,Selwyn Ward,Denney Pierce,Glendon Rich",,http://image.tmdb.org/t/p/w185/fXepRAYOx1qC3wju7XdDGx60775.jpg,4.1,33235.0,"Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",Drama,http://106.12.12.171/i9A0UMFg1hI2kLyCCwnmSbpT2cd.jpg,2329,American History X (1998),Crime|Drama,1998-10-30,32799,http://image.tmdb.org/t/p/w780/i9A0UMFg1hI2kLyCCwnmSbpT2cd.jpg
450,Gods and Monsters,Bill Condon,"Ian McKellen,Brendan Fraser,Lynn Redgrave,Lolita Davidovich,David Dukes,Mark Kiely,Jack Plotnick,Rosalind Ayres,Jack Betts,Matt McKenzie,Kevin J. O'Connor",,http://image.tmdb.org/t/p/w185/i7zzUK3dQdV6VGRyoKNGzBqbZKU.jpg,3.8,4798.0,"It's 1957, and Whale's heyday as the director of ""Frankenstein,"" ""Bride of Frankenstein"" and ""The Invisible Man"" is long behind him. Retired and a semi-recluse, he lives his days accompanied only by images from his past. When his dour housekeeper, Hannah, hires a handsome young gardener, the flamboyant director and simple yard man develop an unlikely friendship, which will change them forever.",Drama,http://106.12.12.171/kstkXswmBxbN7w02pygdDSCtR0Y.jpg,2333,Gods and Monsters (1998),Drama,1998-01-21,4714,http://image.tmdb.org/t/p/w780/kstkXswmBxbN7w02pygdDSCtR0Y.jpg
451,Elizabeth,Shekhar Kapur,"Cate Blanchett,Geoffrey Rush,Christopher Eccleston,Joseph Fiennes,John Gielgud,Richard Attenborough,Fanny Ardant,Eric Cantona,Vincent Cassel,Kathy Burke,Edward Hardwicke,Emily Mortimer,James Frain,Kelly Macdonald,Kenny Doughty,Daniel Craig,Alfie Allen,Jamie Foreman,Lily Allen",,http://image.tmdb.org/t/p/w185/y4ynYOy205LorkOIN6hs6DgJ1xa.jpg,3.8,10473.0,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.","Drama,History",http://106.12.12.171/804kjzDNr1zjD4Gmj08ELvYlNtm.jpg,2336,Elizabeth (1998),Drama,1998-09-13,9890,http://image.tmdb.org/t/p/w780/804kjzDNr1zjD4Gmj08ELvYlNtm.jpg
452,I Still Know What You Did Last Summer,Danny Cannon,"Jennifer Love Hewitt,Freddie Prinze Jr.,Mekhi Phifer,Brandy Norwood,Muse Watson,Matthew Settle,Jennifer Esposito,Bill Cobbs,Jeffrey Combs,John Hawkes,Jack Black",,http://image.tmdb.org/t/p/w185/j4s1TK90tZWZj7lQ84UDJXHI9Kh.jpg,2.1,5171.0,"Unfinished business with coed Julie James brings the murderer to the Bahamas to terrorize her and her friends, Karla, Tyrell and Will, during a vacation. Can Ray Bronson who survived a bloody attack alongside Julie two summers ago, get to the island in time to save everyone?","Horror,Mystery,Thriller",http://106.12.12.171/iaFSFtxX02lXsT2zQHiykNSj7YP.jpg,2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,1998-11-13,4811,http://image.tmdb.org/t/p/w780/iaFSFtxX02lXsT2zQHiykNSj7YP.jpg
453,Meet Joe Black,Martin Brest,"Brad Pitt,Anthony Hopkins,Claire Forlani,Jeffrey Tambor,Marcia Gay Harden,Jake Weber,David S. Howard,Lois Kelly-Miller,Jahnni St. John,Richard Clarke,June Squibb",,http://image.tmdb.org/t/p/w185/3velgL8B8MtsIpRsMuRCNemtBQ9.jpg,3.3,6742.0,"When the grim reaper comes to collect the soul of megamogul Bill Parrish, he arrives with a proposition: Host him for a ""vacation"" among the living in trade for a few more days of existence. Parrish agrees, and using the pseudonym Joe Black, Death begins taking part in Parrish's daily agenda and falls in love with the man's daughter. Yet when Black's holiday is over, so is Parrish's life.","Fantasy,Drama,Mystery",http://106.12.12.171/4iDp0J3bZOqIpwyOU3nvj1FOIXW.jpg,2340,Meet Joe Black (1998),Romance,1998-11-12,6568,http://image.tmdb.org/t/p/w780/4iDp0J3bZOqIpwyOU3nvj1FOIXW.jpg
454,Godzilla,Ishirô Honda,"Akira Takarada,Momoko Kôchi,Akihiko Hirata,Takashi Shimura,Fuyuki Murakami,Sachio Sakai,Ren Yamamoto,Toyoaki Suzuki,Toranosuke Ogawa,Hiroshi Hayashi,Seijirô Onda,Kin Sugai,Kokuten Kôdô,Tadashi Okabe,Jirô Mitsuaki,Ren Imaizumi,Sôkichi Maki,Kenji Sahara,Haruo Nakajima,Yasuhisa Tsutsumi,Tsuruko Mano,Takeo Oikawa,Junpei Natsuki,Katsumi Tezuka,Saburô Iketani,Shizuko Azuma,Shizuko Higashi,Kiyoshi Kamata,Keiji Sakakida,Tamae Sengo",,http://image.tmdb.org/t/p/w185/1MJcpTpeSh2RtRHI7EMHStvWDEt.jpg,3.2,2712.0,"Japan is thrown into a panic after several ships explode and are sunk near Odo Island. An expedition to the island led by paleontologist Professor Kyohei Yemani soon discover something more devastating than imagined in the form of a 164 foot tall monster whom the natives call Gojira. Now the monster begins a rampage that threatens to destroy not only Japan, but the rest of the world as well.","Thriller,Horror,Science Fiction",http://106.12.12.171/AvYDpn52RVu9bRfbtVka9mpyYOt.jpg,1882,Godzilla (1998),Action|Sci-Fi|Thriller,1954-11-03,9115,http://image.tmdb.org/t/p/w780/AvYDpn52RVu9bRfbtVka9mpyYOt.jpg
455,King Kong,"Merian C. Cooper,Ernest B. Schoedsack","Robert Armstrong,Fay Wray,Bruce Cabot,Frank Reicher,Victor Wong,James Flavin,Sam Hardy,Noble Johnson,Steve Clemente,Bill Williams,Dick Curtis,Roscoe Ates,Merian C. Cooper,Ernest B. Schoedsack,Harry Strang",,http://image.tmdb.org/t/p/w185/vXInYahVp31uL8wZORckaoHq565.jpg,3.5,8222.0,An adventure film about a film crew in search of a monster on a remote island. The crew finds King Kong and decides to take him back to New York as a money making spectacle. The film is a masterpiece of Stop-Motion in filmmaking history and inspired a line of King Kong films.,"Action,Adventure,Drama,Horror",http://106.12.12.171/ke4r46wgmL1WUac1cOgjSsHLqwE.jpg,2366,King Kong (1933),Action|Adventure|Fantasy|Horror,1933-04-07,7443,http://image.tmdb.org/t/p/w780/ke4r46wgmL1WUac1cOgjSsHLqwE.jpg
456,Desperately Seeking Susan,Susan Seidelman,"Madonna,Rosanna Arquette,Aidan Quinn,Mark Blum,Robert Joy,Laurie Metcalf,Anna Levine,Will Patton,Steven Wright,John Turturro,Giancarlo Esposito,Richard Hell,Rockets Redglare,Annie Golden,Richard Edson,Ann Magnuson,John Lurie,Peter Maloney,Anne Carlisle,Victor Argo",,http://image.tmdb.org/t/p/w185/7aT69yN6Y0m0GQjocEnSk4kESdd.jpg,2.9,5943.0,"Roberta is a bored suburban housewife who is fascinated with a woman, Susan, she only knows about by reading messages to and from her in the personals section of the newspaper. This fascination reaches a peak when an ad with the headline ""Desperately Seeking Susan"" proposes a rendezvous. Roberta goes too, and in a series of events involving amnesia and mistaken identity, steps into Susan's life.",Comedy,http://106.12.12.171/gfenrYQu3xV9kcgzZxmD2xoIsOJ.jpg,2369,Desperately Seeking Susan (1985),Comedy|Drama|Romance,1985-03-29,5695,http://image.tmdb.org/t/p/w780/gfenrYQu3xV9kcgzZxmD2xoIsOJ.jpg
457,Fletch,Michael Ritchie,"Chevy Chase,Joe Don Baker,Dana Wheeler-Nicholson,Richard Libertini,Tim Matheson,M. Emmet Walsh,Geena Davis,George Wendt,Kenneth Mars,Bill Henderson,William Traylor,George Wyner,Tony Longo,Larry ""Flash"" Jenkins,Ralph Seymour,Kareem Abdul-Jabbar,William Sanderson",,http://image.tmdb.org/t/p/w185/t8VjThRC6uKvjR5jVlhj5bBBUUy.jpg,3.4,7524.0,"A veritable chameleon, investigative reporter Irwin ""Fletch"" Fletcher might drive his editor up the wall, but he always produces great pieces for the newspaper. When his next story is about the drug trade taking place on the beach, Fletch goes undercover as a homeless man. Unaware of Fletch's true identity, businessman Alan Stanwyk offers Fletch $50,000 to kill him. Intrigued, Fletch decides to unearth the full story behind the offer.","Comedy,Crime,Mystery",http://106.12.12.171/9XslOpki9QEFDfOHLzaQLJqx8Xl.jpg,2371,Fletch (1985),Comedy|Crime|Mystery,1985-05-31,7085,http://image.tmdb.org/t/p/w780/9XslOpki9QEFDfOHLzaQLJqx8Xl.jpg
458,Police Academy,Hugh Wilson,"Steve Guttenberg,Kim Cattrall,G. W. Bailey,Bubba Smith,Donovan Scott,George Gaynes,Andrew Rubin,David Graf,Leslie Easterbrook,Michael Winslow,Debralee Scott,Bruce Mahler,Ted Ross,Scott Thomson,Brant von Hoffman,Marion Ramsey,Roger Dunn,Joyce Gordon,Georgina Spelvin",,http://image.tmdb.org/t/p/w185/ApsenIoTzEScNe4HIRSKlmFQQhC.jpg,3.0,7007.0,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!","Comedy,Crime",http://106.12.12.171/6qAYgsvnH4wUS9fAcrxUvUtCM6x.jpg,2378,Police Academy (1984),Comedy|Crime,1984-03-22,6752,http://image.tmdb.org/t/p/w780/6qAYgsvnH4wUS9fAcrxUvUtCM6x.jpg
459,Police Academy 2: Their First Assignment,Jerry Paris,"Steve Guttenberg,Bubba Smith,David Graf,Michael Winslow,Bobcat Goldthwait,Colleen Camp,Bruce Mahler,Marion Ramsey,Art Metrano,George Gaynes,Julie Brown,Tim Kazurinsky,Christopher Jackson",,http://image.tmdb.org/t/p/w185/iNlm1BBGCwfP207QzuUk2Ei13sG.jpg,2.5,4011.0,"Officer Carey Mahoney and his cohorts have finally graduated from the Police Academy and are about to hit the streets on their first assignment. Question is, are they ready to do battle with a band of graffiti-tagging terrorists? Time will tell, but don't sell short this cheerful band of doltish boys in blue.","Comedy,Crime",http://106.12.12.171/9bNC8FsN1fjIDxLn2M7hys4mJiO.jpg,2379,Police Academy 2: Their First Assignment (1985),Comedy|Crime,1985-03-28,3788,http://image.tmdb.org/t/p/w780/9bNC8FsN1fjIDxLn2M7hys4mJiO.jpg
460,Babe: Pig in the City,George Miller,"James Cromwell,Mary Stein,Mickey Rooney,Magda Szubanski,E.G. Daily,Danny Mann,Glenne Headly,Steven Wright,James Cosmo,Nathan Kress,Myles Jeffrey,Stanley Ralph Ross,Russi Taylor,Adam Goldberg,Eddie Barth,Bill Capizzi,Miriam Margolyes,Hugo Weaving,Roscoe Lee Browne,Christian Manon,Richard Huggett",,http://image.tmdb.org/t/p/w185/yjZ3d2mKC94Lz0XGJYGRbAOrA4Q.jpg,2.9,6374.0,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm.","Adventure,Comedy,Drama,Family,Fantasy",http://106.12.12.171/mRDgGqZekOFLGZOVjyIZJ727LLz.jpg,2384,Babe: Pig in the City (1998),Adventure|Children|Drama,1998-11-25,5972,http://image.tmdb.org/t/p/w780/mRDgGqZekOFLGZOVjyIZJ727LLz.jpg
461,Psycho,Gus Van Sant,"Vince Vaughn,Anne Heche,Julianne Moore,Viggo Mortensen,William H. Macy,Robert Forster,Philip Baker Hall,Chad Everett,Rance Howard,Rita Wilson,James Remar,James Le Gros",,http://image.tmdb.org/t/p/w185/5emaTTGS8rnLgZrBS98zqv1XWqE.jpg,2.8,3509.0,"Criminal on the run, Marion Crane takes refuge at the motel operated by Norman Bates - a troubled man whose victims encounter a grisly fate at the hands of his ""mother."" Marion soon becomes the next victim and her disappearance prompts inquiries from her sister and a private investigator. They both soon discover the morbid bond linking Norman to his mysterious ""mother"" at the Bates Motel.","Mystery,Thriller,Horror",http://106.12.12.171/7Aw6Yy5vPvB1LR6mOdeTi1WNN8m.jpg,1219,Psycho (1960),Crime|Horror,1998-12-04,23848,http://image.tmdb.org/t/p/w780/7Aw6Yy5vPvB1LR6mOdeTi1WNN8m.jpg
462,Star Trek: Insurrection,Jonathan Frakes,"Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,Michael Dorn,Gates McFadden,Marina Sirtis,Gregg Henry,F. Murray Abraham,Anthony Zerbe,Donna Murphy",,http://image.tmdb.org/t/p/w185/9pbc44kltJhArUNyrdQcantMEvH.jpg,3.2,10015.0,"When an alien race and factions within Starfleet attempt to take over a planet that has ""regenerative"" properties, it falls upon Captain Picard and the crew of the Enterprise to defend the planet's people as well as the very ideals upon which the Federation itself was founded.","Science Fiction,Action,Adventure,Thriller",http://106.12.12.171/yaattgmMQ9dLg6n8XPXAER8WI2C.jpg,2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,1998-12-10,9335,http://image.tmdb.org/t/p/w780/yaattgmMQ9dLg6n8XPXAER8WI2C.jpg
463,Rushmore,Wes Anderson,"Jason Schwartzman,Olivia Williams,Bill Murray,Seymour Cassel,Mason Gamble,Brian Cox,Sara Tanaka,Connie Nielsen,Luke Wilson,Stephen McCole,Kumar Pallana,Alexis Bledel,Andrew Wilson",,http://image.tmdb.org/t/p/w185/q3ov1BFTCRWoR9Q6udaRbmgfWwg.jpg,3.8,16555.0,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.","Comedy,Drama",http://106.12.12.171/qPjOUMmEeJFRq0BWcGRvgVwuh0O.jpg,2395,Rushmore (1998),Comedy|Drama,1998-09-17,16348,http://image.tmdb.org/t/p/w780/qPjOUMmEeJFRq0BWcGRvgVwuh0O.jpg
464,Shakespeare in Love,John Madden,"Joseph Fiennes,Gwyneth Paltrow,Geoffrey Rush,Tom Wilkinson,Judi Dench,Imelda Staunton,Colin Firth,Ben Affleck,Simon Callow,Steven Beard,Jim Carter,Rupert Everett,Martin Clunes,Tim McMullan,Joe Roberts,Antony Sher,Georgie Glen,Nicholas Boulton,Barnaby Kay,Mark Williams,Jill Baker,Nicholas Le Prevost,Rebecca Charles,Bob Barrett,Simon Day,Bridget McConnell,Sandra Reinton,Jason Round,Rupert Farley,Adam Barker,Harry Gostelow,Alan Cody,David Curtiz,Gregor Truter,Amber Glossop,Robin Davies,Hywel Simons,Roger Morlidge,Daniel Brocklebank,Mark Saban,Timothy Kightley,Roger Frost,Rachel Clarke,Lucy Speed,John Ramm,Rupert Everett,Paul Bigley",,http://image.tmdb.org/t/p/w185/sAN5jedynbs3pa3ww0UXQ1k0lRF.jpg,3.8,27090.0,"Young Shakespeare is forced to stage his latest comedy, ""Romeo and Ethel, the Pirate's Daughter,"" before it's even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses, Shakespeare's comedy soon transforms into tragedy.","History,Romance",http://106.12.12.171/qvhpBNfb53wLnEbVnmC5GNGFRHO.jpg,2396,Shakespeare in Love (1998),Comedy|Drama|Romance,1998-12-11,26670,http://image.tmdb.org/t/p/w780/qvhpBNfb53wLnEbVnmC5GNGFRHO.jpg
465,Rambo: First Blood Part II,George P. Cosmatos,"Sylvester Stallone,Richard Crenna,Charles Napier,Steven Berkoff,Julia Nickson,George Cheung,Andy Wood,William Ghent,Voyo Goric,Dana Lee,Martin Kove,Baoan Coleman,Steve Williams,Don Collins,Christopher Grant,Alain Hocquenghem,William Rothlein,Tony Munafo,Tom Gehrke",,http://image.tmdb.org/t/p/w185/l6zUaYqaQ5TFokesv3BPzBvSN0.jpg,2.9,6014.0,John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam.,"Action,Adventure,Thriller,War",http://106.12.12.171/2a8Dr2iHznBKjdpXceVRmpxQEgm.jpg,2402,Rambo: First Blood Part II (1985),Action|Adventure|Thriller,1985-05-21,5753,http://image.tmdb.org/t/p/w780/2a8Dr2iHznBKjdpXceVRmpxQEgm.jpg
466,Rambo III,Peter MacDonald,"Sylvester Stallone,Richard Crenna,Kurtwood Smith,Spiros Focás,Sasson Gabai,Doudi Shoua,Randy Raney,Marcus Gilbert,Alon Aboutboul,Mahmoud Assadollahi,Joseph Shiloach,Harold Diamond,Matti Seri,Shaby Ben-Aroya,Marc de Jonge,Tikva Aziz,Benny Bruchim,Milo Rafi,R.T. Freeman,Iyad Hajjaj,Paul Dion Monte",,http://image.tmdb.org/t/p/w185/oCD41FfUs1OMCdPaf5EcJ6dxxMW.jpg,2.5,4302.0,"Combat has taken its toll on Rambo, but he's finally begun to find inner peace in a monastery. When Rambo's friend and mentor Col. Trautman asks for his help on a top secret mission to Afghanistan, Rambo declines but must reconsider when Trautman is captured.","Action,Adventure,Thriller,War",http://106.12.12.171/mx0x96S8ZCXXoSxFinMbyI1117f.jpg,2404,Rambo III (1988),Action|Adventure|Thriller|War,1988-05-24,4134,http://image.tmdb.org/t/p/w780/mx0x96S8ZCXXoSxFinMbyI1117f.jpg
467,Romancing the Stone,Robert Zemeckis,"Michael Douglas,Kathleen Turner,Danny DeVito,Alfonso Aráu,Manuel Ojeda,Zack Norman,Holland Taylor,Mary Ellen Trainor,Eve Smith,Joe Nesnow,José Chávez,Evita Muñoz,Camillo Garcia,Rodrigo Puebla,Paco Morayta,Kymberly Herrin,William H. Burton Jr.,Ted White,Ron Silver,Jeff Ramsey,Michael Cassidy,Vince Deadrick Sr.,Jos Laniado",,http://image.tmdb.org/t/p/w185/3TqpkTYiltYsxYatdug6WDgdRKL.jpg,3.5,15414.0,"Though she can spin wild tales of passionate romance, novelist Joan Wilder has no life of her own. Then one day adventure comes her way in the form of a mysterious package. It turns out that the parcel is the ransom she'll need to free her abducted sister, so Joan flies to South America to hand it over. But she gets on the wrong bus and winds up hopelessly stranded in the jungle...","Action,Adventure,Comedy,Romance",http://106.12.12.171/5MNAokmkK4NPtYJCPmQ2fgErW9n.jpg,2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,1984-03-30,15130,http://image.tmdb.org/t/p/w780/5MNAokmkK4NPtYJCPmQ2fgErW9n.jpg
468,Cocoon,Ron Howard,"Steve Guttenberg,Tahnee Welch,Brian Dennehy,Don Ameche,Wilford Brimley,Hume Cronyn,Maureen Stapleton,Jack Gilford,Jessica Tandy,Clint Howard,Linda Harrison,Gwen Verdon,Herta Ware,Barret Oliver,Tyrone Power Jr.,Charles Lampkin,Mike Nomad,Jorge Gil,James Ritz,Charles Rainsbury,Wendy J. Cooke,Pamela Prescott,Dinah Sue Rowley,Gabriella Sinclair,Cyndi Vicino,Russ Wheeler,Harold Bergman,Ivy Thayer,Fred Broderson,Mark Cheresnick,Bette Shoor,Mark Simpson,Robert Slacum Jr.,Rance Howard,Jean Speegle Howard,Charles Voelker,Irving Krone,Clarence Thomas,Ted Science,Jim Fitzpatrick,Tracy Roberts",,http://image.tmdb.org/t/p/w185/foIhEPQoqDctfwsHmmYwbNz5A2g.jpg,3.3,12589.0,"A group of aliens return to earth to take back some cocoons of their people they left behind from an earlier trip. They kept the recovered cocoons in the swimming pool of a house they rented in a small Florida town. Their mission is hampered by a number of old people from an elderly home nearby, who have been secretly using the pool and discovering the unusual power of these cocoons.","Comedy,Drama,Science Fiction",http://106.12.12.171/k6UMKqeJ4v749zvQaz2UBDjTNv.jpg,2407,Cocoon (1985),Comedy|Sci-Fi,1985-06-21,11987,http://image.tmdb.org/t/p/w780/k6UMKqeJ4v749zvQaz2UBDjTNv.jpg
